"TERM"	"GENE"
"N0000007780"	"POLD3"
"N0000007780"	"HOXA5"
"N0000007780"	"TMEM97"
"N0000007780"	"TMEM223"
"N0000007780"	"ISOC1"
"N0000007780"	"PARP1"
"N0000007780"	"PREPL"
"N0000007780"	"ETFB"
"N0000007780"	"ID2"
"N0000007780"	"HMGB2"
"N0000007780"	"PIK3C2B"
"N0000007780"	"ALG6"
"N0000007780"	"UNG"
"N0000007780"	"TXNDC9"
"N0000007780"	"HADH"
"N0000007780"	"ANKRD46"
"N0000007780"	"C4orf27"
"N0000007780"	"SEPHS2"
"N0000007780"	"NUP88"
"N0000007780"	"MTHFD1"
"N0000007780"	"KIF15"
"N0000007780"	"PCNA"
"N0000007780"	"DLD"
"N0000007780"	"DBP"
"N0000007780"	"RPA2"
"N0000007780"	"HLF"
"N0000007780"	"UNC119B"
"N0000007780"	"PEX5"
"N0000007780"	"FAM162A"
"N0000007780"	"B4GAT1"
"N0000007780"	"NCOA2"
"N0000007780"	"IDH1"
"N0000007780"	"SESN1"
"N0000007780"	"RABL3"
"N0000007780"	"CISD1"
"N0000007780"	"CDC25B"
"N0000007780"	"MSH6"
"N0000007780"	"C1R"
"N0000007780"	"RFC3"
"N0000007780"	"NKRF"
"N0000007780"	"MCM6"
"N0000007780"	"CDT1"
"N0000007780"	"MCM3"
"N0000007780"	"RFC4"
"N0000007780"	"ATAD2"
"N0000007780"	"SUOX"
"N0000007780"	"DTL"
"N0000007780"	"ATF6"
"N0000007780"	"ADNP"
"N0000007780"	"ALDH1A1"
"N0000007780"	"POLG2"
"N0000007780"	"CDC6"
"N0000007780"	"NET1"
"N0000007780"	"CDK2"
"N0000007780"	"TMEM38B"
"N0000007780"	"RBM4B"
"N0000007780"	"SMC2"
"N0000007780"	"MCM4"
"N0000007780"	"ERBB3"
"N0000007780"	"APOM"
"N0000007780"	"GINS1"
"N0000007780"	"USP1"
"N0000007780"	"HOXA10"
"N0000007780"	"BRCA1"
"N0000007780"	"PROS1"
"N0000007780"	"PEX11A"
"N0000007780"	"NFS1"
"N0000007780"	"TARBP1"
"N0000007780"	"RBL1"
"N0000007780"	"DET1"
"N0000007780"	"NEIL3"
"N0000007780"	"TM7SF2"
"N0000007780"	"CDC45"
"N0000007780"	"E2F8"
"N0000007780"	"ABCC1"
"N0000007780"	"TUBB8"
"N0000007780"	"TUBB4B"
"N0000007780"	"ABCB1"
"N0000007780"	"TUBB"
"N0000007780"	"TUBE1"
"N0000007780"	"CYP3A4"
"N0000007780"	"ABCC6"
"N0000007780"	"ABCB11"
"N0000007780"	"TUBB6"
"N0000007780"	"TUBG1"
"N0000007780"	"ABCC2"
"N0000007780"	"TUBB4A"
"N0000007780"	"TUBA1A"
"N0000007780"	"SLC22A2"
"N0000007780"	"JUN"
"N0000007780"	"CYP2D6"
"N0000007780"	"TUBB2B"
"N0000007780"	"TUBB2A"
"N0000007780"	"NR5A1"
"N0000007780"	"TUBB3"
"N0000007780"	"TUBD1"
"N0000007780"	"TUBB1"
"N0000007780"	"SOX4"
"N0000007780"	"CDC42BPB"
"N0000007780"	"PCMT1"
"N0000007780"	"EPHA2"
"N0000007780"	"INPP1"
"N0000007780"	"PLAUR"
"N0000007780"	"MLLT11"
"N0000007780"	"CARS"
"N0000007780"	"SLC1A4"
"N0000007780"	"ACTN4"
"N0000007780"	"GFOD1"
"N0000007780"	"NR1H2"
"N0000007780"	"MAFG"
"N0000007780"	"MAP1S"
"N0000007780"	"CDKN1A"
"N0000007780"	"MCOLN1"
"N0000007780"	"RELB"
"N0000007780"	"CAPN2"
"N0000007780"	"EGFR"
"N0000007780"	"CAB39"
"N0000007780"	"KIAA0753"
"N0000007780"	"FHL2"
"N0000007780"	"CLIC1"
"N0000007780"	"EZR"
"N0000007780"	"DAXX"
"N0000007780"	"PPP1R15A"
"N0000007780"	"TRAPPC3"
"N0000007780"	"SFN"
"N0000007780"	"PEA15"
"N0000007780"	"EHD1"
"N0000007780"	"RNF19B"
"N0000007780"	"GAS2L1"
"N0000007780"	"GFPT1"
"N0000007780"	"EMP3"
"N0000007780"	"AXIN1"
"N0000007780"	"MAFF"
"N0000007780"	"MICAL1"
"N0000007780"	"KIF5C"
"N0000007780"	"UPP1"
"N0000007780"	"SAP30BP"
"N0000007780"	"TOMM34"
"N0000007780"	"DMTF1"
"N0000007780"	"SMURF2"
"N0000007780"	"ANXA3"
"N0000007780"	"STK10"
"N0000007780"	"PSMD9"
"N0000007780"	"TLDC1"
"N0000007780"	"PYGB"
"N0000007780"	"LAMB3"
"N0000007780"	"SGCB"
"N0000007780"	"PLEK2"
"N0000007780"	"MYDGF"
"N0000007780"	"ITGA5"
"N0000007780"	"HGS"
"N0000007780"	"PLOD3"
"N0000007780"	"BAG3"
"N0000007780"	"MAST2"
"N0000007780"	"STX4"
"N0000007780"	"PMAIP1"
"N0000007780"	"HMOX2"
"N0000007780"	"ARHGEF2"
"N0000007780"	"FSTL3"
"N0000007780"	"NFKB2"
"N0000007780"	"SPHK1"
"N0000007780"	"TRIB3"
"N0000007780"	"CLCF1"
"N0000007780"	"MYO1E"
"N0000007780"	"SMAD3"
"N0000007780"	"SMTN"
"N0000007780"	"SERPINE1"
"N0000007780"	"CFLAR"
"N0000007780"	"PPP1R13L"
"N0000007780"	"ACOT9"
"N0000007780"	"ILK"
"N0000007780"	"PSMD2"
"N0000007780"	"JMJD6"
"N0000007780"	"CYTH1"
"N0000007780"	"MAPKAPK2"
"N0000007780"	"FTSJ1"
"N0000007780"	"HOMER3"
"N0000007780"	"RSU1"
"N0000007780"	"ICAM1"
"N0000007780"	"LSR"
"N0000007780"	"TES"
"N0000007780"	"CBLB"
"N0000007780"	"PPARG"
"N0000007780"	"TPM1"
"N0000007780"	"CYTH2"
"N0000007780"	"EIF4EBP1"
"N0000007780"	"PPP2R5B"
"N0000007780"	"PXN"
"N0000007780"	"GJB3"
"N0000007780"	"TNFRSF12A"
"N0000007780"	"RALB"
"N0000007780"	"MYL9"
"N0000007780"	"HMGCS1"
"N0000007780"	"PVRL2"
"N0000007780"	"RTN4"
"N0000007780"	"RHOC"
"N0000007780"	"ARNTL2"
"N0000007780"	"GPRC5A"
"N0000007780"	"GADD45A"
"N0000007780"	"KLF6"
"N0000007780"	"NCK2"
"N0000007780"	"VAT1"
"N0000007780"	"APBA3"
"N0000007780"	"PFKP"
"N0000007780"	"CAP1"
"N0000007780"	"DLGAP4"
"N0000007780"	"TRIP4"
"N0000007780"	"AURKA"
"N0000007780"	"KLHL21"
"N0000007780"	"IL4R"
"N0000007780"	"NFKB1"
"N0000007780"	"LDLR"
"N0000007780"	"IER3"
"N0000007780"	"RALA"
"N0000007780"	"ACTN1"
"N0000007780"	"CDA"
"N0000007780"	"LBR"
"N0000007780"	"HBEGF"
"N0000007780"	"ITGB1BP1"
"N0000007780"	"RAB27A"
"N0000007780"	"FOSL1"
"N0000007780"	"DHDDS"
"N0000007780"	"LRP10"
"N0000007780"	"CTSL"
"N0000007780"	"UTP14A"
"N0000007780"	"CSGALNACT2"
"N0000007780"	"RAB35"
"N0000007780"	"GMIP"
"N0000007780"	"DRAP1"
"N0000007780"	"DCTN2"
"N0000007780"	"UFM1"
"N0000007780"	"NPC1"
"N0000007780"	"NDEL1"
"N0000007780"	"MAP7D1"
"N0000007780"	"LRRC59"
"N0000007780"	"RABAC1"
"N0000007780"	"TBC1D2"
"N0000007780"	"PLIN3"
"N0000007780"	"EBNA1BP2"
"N0000007780"	"MFSD12"
"N0000007780"	"GAL"
"N0000007780"	"SQRDL"
"N0000007780"	"SQSTM1"
"N0000007780"	"TPM4"
"N0000007780"	"STX1A"
"N0000007780"	"FLII"
"N0000007780"	"TPD52L2"
"N0000007780"	"DUSP4"
"N0000007780"	"KLF7"
"N0000007780"	"GLIPR1"
"N0000007780"	"CLTB"
"N0000007780"	"TIMP2"
"N0000007780"	"KCTD5"
"N0000007780"	"CDR2L"
"N0000007780"	"SERPINB8"
"N0000007780"	"NFKBIE"
"N0000007780"	"F3"
"N0000007780"	"GRB10"
"N0000007780"	"SLC31A2"
"N0000007780"	"ETS1"
"N0000007780"	"S100A2"
"N0000007780"	"OXSR1"
"N0000007780"	"DUSP3"
"N0000007780"	"HOMER2"
"N0000007780"	"CXCR4"
"N0000007780"	"DDA1"
"N0000007780"	"TGFB1I1"
"N0000007780"	"POLD4"
"N0000007780"	"EREG"
"N0000007780"	"NFKBIB"
"N0000007780"	"RAI14"
"N0000007780"	"MYH9"
"N0000007780"	"CDC20"
"N0000007780"	"CDK7"
"N0000007780"	"TMEM184B"
"N0000007780"	"VPS37B"
"N0000007780"	"DNAJB2"
"N0000007780"	"RNF167"
"N0000007780"	"LAMC2"
"N0000007780"	"TAX1BP3"
"N0000007780"	"WSB2"
"N0000007780"	"PLSCR3"
"N0000007780"	"SUN2"
"N0000007780"	"F2RL1"
"N0000007780"	"PARP12"
"N0000007780"	"DSG2"
"N0000007780"	"PDIA5"
"N0000007780"	"MYO5A"
"N0000007780"	"PTRF"
"N0000007780"	"ERO1L"
"N0000007780"	"FLNA"
"N0000007780"	"PPARD"
"N0000007780"	"PHLDA2"
"N0000007780"	"EDEM1"
"N0000007780"	"FAM214B"
"N0000007780"	"MAP1B"
"N0000007780"	"DENND5A"
"N0000007780"	"SOCS2"
"N0000007780"	"SMURF1"
"N0000007780"	"STX2"
"N0000007780"	"OSBPL2"
"N0000007780"	"SLC2A6"
"N0000007780"	"AXL"
"N0000007780"	"MICALL1"
"N0000007780"	"ARHGEF5"
"N0000007780"	"DYNC1I2"
"N0000007780"	"ELOVL1"
"N0000007780"	"MAP1LC3B"
"N0000007780"	"FXYD5"
"N0000007780"	"CD63"
"N0000007780"	"CASP7"
"N0000007780"	"HSPB1"
"N0000007780"	"TXNRD1"
"N0000007780"	"TP53BP2"
"N0000007780"	"KPNA4"
"N0000007780"	"TICAM1"
"N0000007780"	"PINK1"
"N0000007780"	"TNIP2"
"N0000007780"	"ZDHHC18"
"N0000007780"	"DAPK3"
"N0000007780"	"POMT2"
"N0000007780"	"BIRC2"
"N0000007780"	"PRKAG2"
"N0000007780"	"CSNK1E"
"N0000007780"	"VCL"
"N0000007780"	"MARK3"
"N0000007780"	"EHD4"
"N0000007780"	"STK25"
"N0000007780"	"GNA11"
"N0000007780"	"ZYX"
"N0000007780"	"SYNGR3"
"N0000007780"	"ZNF274"
"N0000007780"	"EDN1"
"N0000007780"	"TRIB1"
"N0000007780"	"IFRD1"
"N0000007780"	"PHLDA1"
"N0000007780"	"EGLN2"
"N0000007780"	"FAM65A"
"N0000007780"	"IKBKG"
"N0000007780"	"MAPK13"
"N0000007780"	"C2CD2"
"N0000007780"	"CAPN1"
"N0000007780"	"PPP2CB"
"N0000007780"	"SCRN1"
"N0000007780"	"BDH1"
"N0000007780"	"ITGAE"
"N0000007780"	"LRRC41"
"N0000007780"	"SNAPC5"
"N0000007780"	"GTPBP8"
"N0000007780"	"IGFBP2"
"N0000007780"	"PSMB8"
"N0000007780"	"ORAI3"
"N0000007780"	"MAT2B"
"N0000007780"	"CROT"
"N0000007780"	"PTPN6"
"N0000007780"	"GLRX"
"N0000007780"	"MINPP1"
"N0000007780"	"SCAND1"
"N0000007780"	"SLC25A6"
"N0000007780"	"NID2"
"N0000007780"	"KIAA0101"
"N0000007780"	"RRM2"
"N0000007780"	"PDHX"
"N0000007780"	"SLC25A17"
"N0000007780"	"MPPE1"
"N0000007780"	"SLC35A1"
"N0000007780"	"DNAJC4"
"N0000007780"	"GJA1"
"N0000007780"	"LYRM9"
"N0000007780"	"BET1"
"N0000007780"	"PARP16"
"N0000007780"	"ATP6V1D"
"N0000007780"	"PSME1"
"N0000007780"	"TMCO3"
"N0000007780"	"ABCC5"
"N0000007780"	"DUSP7"
"N0000007780"	"SIPA1L3"
"N0000007780"	"FDFT1"
"N0000007780"	"KRT14"
"N0000007780"	"ZBTB7A"
"N0000007780"	"DAZAP1"
"N0000007780"	"BICD2"
"N0000007780"	"EIF4G2"
"N0000007780"	"SPRR1A"
"N0000007780"	"CXCL2"
"N0000007780"	"HRAS"
"N0000007780"	"ARHGDIA"
"N0000007780"	"MSMO1"
"N0000007780"	"HN1L"
"N0000007780"	"LAMA3"
"N0000007780"	"TATDN2"
"N0000007780"	"KIF14"
"N0000007780"	"RRS1"
"N0000007780"	"ACLY"
"N0000007780"	"ANKRD27"
"N0000007780"	"CYP51A1"
"N0000007780"	"LPL"
"N0000007780"	"CXCL3"
"N0000007780"	"ALCAM"
"N0000007780"	"IRAK1"
"N0000007780"	"NSDHL"
"N0000007780"	"LSS"
"N0000007780"	"GATAD2A"
"N0000007780"	"INSIG1"
"N0000007780"	"DHCR7"
"N0000007780"	"DVL1"
"N0000007780"	"SQLE"
"N0000007780"	"FDPS"
"N0000007780"	"CTNNAL1"
"N0000007780"	"WIF1"
"N0000007780"	"PHC2"
"N0000007780"	"HMGCR"
"N0000007780"	"TRAF3"
"N0000007780"	"ATP1B1"
"N0000007780"	"DDB2"
"N0000007780"	"PSMG2"
"N0000007780"	"RFC2"
"N0000007780"	"TP53"
"N0000007780"	"MCM7"
"N0000007780"	"TIMELESS"
"N0000007780"	"SPG21"
"N0000007780"	"PPA2"
"N0000007780"	"NQO1"
"N0000007780"	"PHGDH"
"N0000007780"	"MAGED1"
"N0000007780"	"NFKBIA"
"N0000007780"	"APITD1"
"N0000007780"	"NUMA1"
"N0000007780"	"DUSP6"
"N0000007780"	"USP21"
"N0000007780"	"DDIT4"
"N0000007780"	"RAP1GAP"
"N0000007780"	"AKR1B10"
"N0000007780"	"DNM1"
"N0000007780"	"POLR2I"
"N0000007780"	"LOXL1"
"N0000007780"	"COX8A"
"N0000007780"	"PCYOX1L"
"N0000007780"	"GDF15"
"N0000007780"	"PAFAH1B3"
"N0000007780"	"COASY"
"N0000007780"	"ATRAID"
"N0000007780"	"CBR1"
"N0000007780"	"NDUFA2"
"N0000007780"	"UBXN1"
"N0000007780"	"POLR2G"
"N0000007780"	"PIGC"
"N0000007780"	"DDX50"
"N0000007780"	"RRAGA"
"N0000007780"	"TSKU"
"N0000007780"	"COG4"
"N0000007780"	"THYN1"
"N0000007780"	"RALBP1"
"N0000007780"	"NR0B1"
"N0000007780"	"CYP3A5"
"N0000007780"	"TUBA4A"
"N0000007780"	"ABCG2"
"N0000007780"	"SLC22A3"
"N0000007780"	"CYP3A7-CYP3A51P"
"N0000007780"	"CYP3A7"
"N0000007780"	"ABCC3"
"N0000007780"	"ABCC10"
"N0000007780"	"DDX10"
"N0000007780"	"GDPD5"
"N0000007780"	"PDGFA"
"N0000007780"	"SRF"
"N0000007780"	"IL11"
"N0000007780"	"OSTM1"
"N0000007780"	"KCMF1"
"N0000007780"	"HIST1H2BC"
"N0000007780"	"NOSIP"
"N0000007780"	"WBP4"
"N0000007780"	"CSRP1"
"N0000007780"	"PTTG1IP"
"N0000007780"	"IKZF1"
"N0000007780"	"NOTCH1"
"N0000007780"	"AGO2"
"N0000007780"	"CCNB1"
"N0000007780"	"CENPE"
"N0000007780"	"MSRA"
"N0000007780"	"SERPINA3"
"N0000007780"	"INPP4B"
"N0000007780"	"EIF3J"
"N0000007780"	"CAV2"
"N0000007780"	"PLEKHM2"
"N0000007780"	"RAB32"
"N0000007780"	"MARK4"
"N0000007780"	"DUSP8"
"N0000007780"	"DUSP14"
"N0000007780"	"DNTTIP2"
"N0000007780"	"ADRB2"
"N0000007780"	"OGFRL1"
"N0000007780"	"ACTR3"
"N0000007780"	"ATF3"
"N0000008953"	"CYP3A4"
"N0000008953"	"RYR1"
"N0000008953"	"RYR3"
"N0000175550"	"FAM216A"
"N0000175550"	"YTHDF1"
"N0000175550"	"GSPT1"
"N0000175550"	"DUSP14"
"N0000175550"	"CYCS"
"N0000175550"	"KPNA2"
"N0000175550"	"UBE2C"
"N0000175550"	"INPP1"
"N0000175550"	"UMPS"
"N0000175550"	"NUP85"
"N0000175550"	"SNRNP25"
"N0000175550"	"PRPF4"
"N0000175550"	"DDIT4"
"N0000175550"	"NME1"
"N0000175550"	"SSRP1"
"N0000175550"	"TUBG1"
"N0000175550"	"SUZ12"
"N0000175550"	"PRR7"
"N0000175550"	"MRPL3"
"N0000175550"	"CCDC86"
"N0000175550"	"RFC2"
"N0000175550"	"TMEM109"
"N0000175550"	"RNPS1"
"N0000175550"	"YRDC"
"N0000175550"	"ACLY"
"N0000175550"	"RAE1"
"N0000175550"	"BIRC5"
"N0000175550"	"PUS1"
"N0000175550"	"ZDHHC6"
"N0000175550"	"MAK16"
"N0000175550"	"ITGB1BP1"
"N0000175550"	"LRRC59"
"N0000175550"	"SLC5A6"
"N0000175550"	"MLEC"
"N0000175550"	"RRP15"
"N0000175550"	"IFRD2"
"N0000175550"	"PHGDH"
"N0000175550"	"NUP88"
"N0000175550"	"PSMG1"
"N0000175550"	"PCNA"
"N0000175550"	"RRP9"
"N0000175550"	"PWP2"
"N0000175550"	"GALE"
"N0000175550"	"RRP8"
"N0000175550"	"BOP1"
"N0000175550"	"FOSL1"
"N0000175550"	"NUP205"
"N0000175550"	"PARP2"
"N0000175550"	"TATDN2"
"N0000175550"	"AMD1"
"N0000175550"	"TIMELESS"
"N0000175550"	"TIPIN"
"N0000175550"	"PAFAH1B3"
"N0000175550"	"NOLC1"
"N0000175550"	"EED"
"N0000175550"	"RCHY1"
"N0000175550"	"PGAM1"
"N0000175550"	"PYCR1"
"N0000175550"	"TP53BP2"
"N0000175550"	"PLK1"
"N0000175550"	"TDG"
"N0000175550"	"SDHB"
"N0000175550"	"MRPL17"
"N0000175550"	"POP7"
"N0000175550"	"ITGAE"
"N0000175550"	"CSE1L"
"N0000175550"	"ARPC5L"
"N0000175550"	"CD320"
"N0000175550"	"DPH2"
"N0000175550"	"HRAS"
"N0000175550"	"EIF5"
"N0000175550"	"STRA13"
"N0000175550"	"DNAJC2"
"N0000175550"	"DDX56"
"N0000175550"	"EXOSC4"
"N0000175550"	"RNMTL1"
"N0000175550"	"NT5DC2"
"N0000175550"	"MAPKAPK5"
"N0000175550"	"ALDOA"
"N0000175550"	"DBF4"
"N0000175550"	"NOP56"
"N0000175550"	"CSK"
"N0000175550"	"GRPEL1"
"N0000175550"	"CHERP"
"N0000175550"	"CCNB1"
"N0000175550"	"CDC25A"
"N0000175550"	"RPIA"
"N0000175550"	"NOSIP"
"N0000175550"	"MALT1"
"N0000175550"	"PSMD14"
"N0000175550"	"TFRC"
"N0000175550"	"IMP3"
"N0000175550"	"HSD17B10"
"N0000175550"	"MIS18A"
"N0000175550"	"SLC25A32"
"N0000175550"	"DONSON"
"N0000175550"	"ATF5"
"N0000175550"	"NAT10"
"N0000175550"	"PUF60"
"N0000175550"	"UCHL3"
"N0000175550"	"DCTPP1"
"N0000175550"	"HSPD1"
"N0000175550"	"IDH3A"
"N0000175550"	"CDC20"
"N0000175550"	"MRPS34"
"N0000175550"	"SRM"
"N0000175550"	"BCL7B"
"N0000175550"	"YKT6"
"N0000175550"	"ABCF3"
"N0000175550"	"EIF3B"
"N0000175550"	"HK1"
"N0000175550"	"UBE2S"
"N0000175550"	"RRP1B"
"N0000175550"	"EIF2B3"
"N0000175550"	"PPIF"
"N0000175550"	"MCM3"
"N0000175550"	"ICMT"
"N0000175550"	"CLUH"
"N0000175550"	"RABEPK"
"N0000175550"	"CCNA2"
"N0000175550"	"TIMM9"
"N0000175550"	"ANAPC1"
"N0000175550"	"ENOPH1"
"N0000175550"	"MELK"
"N0000175550"	"HSPA14"
"N0000175550"	"HEATR3"
"N0000175550"	"WDR3"
"N0000175550"	"NAA15"
"N0000175550"	"HDAC2"
"N0000175550"	"PRMT1"
"N0000175550"	"BYSL"
"N0000175550"	"EXOSC2"
"N0000175550"	"NOP16"
"N0000175550"	"TCERG1"
"N0000175550"	"LIG1"
"N0000175550"	"TIMM44"
"N0000175550"	"CDC25B"
"N0000175550"	"MRPS7"
"N0000175550"	"PPIH"
"N0000175550"	"ABCE1"
"N0000175550"	"BMS1"
"N0000175550"	"CDC6"
"N0000175550"	"BRIX1"
"N0000175550"	"RRP12"
"N0000175550"	"DNTTIP2"
"N0000175550"	"SLC7A5"
"N0000175550"	"CCND3"
"N0000175550"	"CYC1"
"N0000175550"	"LRPAP1"
"N0000175550"	"PRPF19"
"N0000175550"	"HAT1"
"N0000175550"	"PDHX"
"N0000175550"	"ASCC3"
"N0000175550"	"MPC2"
"N0000175550"	"GINS2"
"N0000175550"	"EIF2B1"
"N0000175550"	"FASTKD5"
"N0000175550"	"FASN"
"N0000175550"	"PSME3"
"N0000175550"	"MRPS2"
"N0000175550"	"POLR3K"
"N0000175550"	"FEN1"
"N0000175550"	"KLHL18"
"N0000175550"	"ACAT2"
"N0000175550"	"RPS6KA1"
"N0000175550"	"DDX39A"
"N0000175550"	"SAE1"
"N0000175550"	"NCBP1"
"N0000175550"	"PDCD11"
"N0000175550"	"TUBA4A"
"N0000175550"	"LBHD1"
"N0000175550"	"DNM1L"
"N0000175550"	"ELAC2"
"N0000175550"	"COASY"
"N0000175550"	"NOC3L"
"N0000175550"	"PAK1IP1"
"N0000175550"	"RFC5"
"N0000175550"	"DKC1"
"N0000175550"	"NDC1"
"N0000175550"	"PUS7"
"N0000175550"	"NUP188"
"N0000175550"	"EMC8"
"N0000175550"	"MYBL2"
"N0000175550"	"SLC25A13"
"N0000175550"	"UTP6"
"N0000175550"	"FABP5"
"N0000175550"	"GLRX2"
"N0000175550"	"RBM28"
"N0000175550"	"THAP11"
"N0000175550"	"BLMH"
"N0000175550"	"TYMS"
"N0000175550"	"ICT1"
"N0000175550"	"USP22"
"N0000175550"	"CDC45"
"N0000175550"	"SRSF2"
"N0000175550"	"MRTO4"
"N0000175550"	"IKBKAP"
"N0000175550"	"PPRC1"
"N0000175550"	"NXT1"
"N0000175550"	"CTPS1"
"N0000175550"	"PNP"
"N0000175550"	"JMJD6"
"N0000175550"	"TBRG4"
"N0000175550"	"UBE3C"
"N0000175550"	"STUB1"
"N0000175550"	"CDK4"
"N0000175550"	"PPAT"
"N0000175550"	"MRPL12"
"N0000175550"	"SNRPA1"
"N0000175550"	"EBP"
"N0000175550"	"RRS1"
"N0000175550"	"SUV39H1"
"N0000175550"	"PAICS"
"N0000175550"	"ARFIP2"
"N0000175550"	"MCM10"
"N0000175550"	"ANKRD10"
"N0000175550"	"SRRT"
"N0000175550"	"BNIP3"
"N0000175550"	"URB2"
"N0000175550"	"SLC35F2"
"N0000175550"	"NUP62"
"N0000175550"	"BDH1"
"N0000175550"	"UTP20"
"N0000175550"	"AURKA"
"N0000175550"	"CLTC"
"N0000175550"	"NOC2L"
"N0000175550"	"GTF2E2"
"N0000175550"	"GNL3"
"N0000175550"	"NOL6"
"N0000175550"	"DHX15"
"N0000175550"	"DLD"
"N0000175550"	"PDSS1"
"N0000175550"	"NOP2"
"N0000175550"	"PHB"
"N0000175550"	"GRWD1"
"N0000175550"	"DDX10"
"N0000175550"	"DCK"
"N0000175550"	"WDR12"
"N0000175550"	"CHCHD3"
"N0000175550"	"PGM1"
"N0000175550"	"EBNA1BP2"
"N0000175550"	"IER3"
"N0000175550"	"TARDBP"
"N0000175550"	"RRP1"
"N0000175550"	"NOL11"
"N0000175550"	"C20orf24"
"N0000175550"	"ZWINT"
"N0000175550"	"TRIAP1"
"N0000175550"	"PA2G4"
"N0000175550"	"B4GAT1"
"N0000175550"	"EIF4E"
"N0000175550"	"FKBP1A"
"N0000175550"	"CYP3A7-CYP3A51P"
"N0000175550"	"ABCB1"
"N0000175550"	"MTOR"
"N0000175550"	"SLC47A1"
"N0000175550"	"FGF2"
"N0000175550"	"SLCO1B1"
"N0000175550"	"CYP3A7"
"N0000175550"	"CYP3A5"
"N0000175550"	"CYP3A4"
"N0000175550"	"SLC38A2"
"N0000175550"	"MBNL2"
"N0000175550"	"GRN"
"N0000175550"	"CRBN"
"N0000175550"	"RPL10A"
"N0000175550"	"GABARAP"
"N0000175550"	"HMGA2"
"N0000175550"	"TRMT1L"
"N0000175550"	"LAPTM4A"
"N0000175550"	"GABARAPL1"
"N0000175550"	"RNF5"
"N0000175550"	"PTK2B"
"N0000175550"	"CD40"
"N0000175550"	"CASP10"
"N0000175550"	"WDR45"
"N0000175550"	"CEBPD"
"N0000175550"	"CBLB"
"N0000175550"	"CTSF"
"N0000175550"	"IGF1R"
"N0000175550"	"TTC31"
"N0000175550"	"TMCO6"
"N0000175550"	"PLA2G6"
"N0000175550"	"HBB"
"N0000175550"	"SOCS2"
"N0000175550"	"NOTCH1"
"N0000175550"	"HYOU1"
"N0000175550"	"TCEA2"
"N0000175550"	"PPP1R13B"
"N0000175550"	"CRTAP"
"N0000175550"	"TRIB1"
"N0000175550"	"KDM5A"
"N0000175550"	"ZNF277"
"N0000175550"	"GMPR2"
"N0000175550"	"YIPF3"
"N0000175550"	"STX7"
"N0000175550"	"CTSD"
"N0000175550"	"WIPI1"
"N0000175550"	"GOLGB1"
"N0000175550"	"HMOX1"
"N0000175550"	"RFNG"
"N0000175550"	"ACBD4"
"N0000175550"	"HLA-DRA"
"N0000175550"	"UBQLN2"
"N0000175550"	"ALDH5A1"
"N0000175550"	"NUCB2"
"N0000175550"	"PHKB"
"N0000175550"	"METRN"
"N0000175550"	"AGBL5"
"N0000175550"	"KAT6B"
"N0000175550"	"ADCK3"
"N0000175550"	"PCK2"
"N0000175550"	"S100A13"
"N0000175550"	"IRF9"
"N0000175550"	"LEPROT"
"N0000175550"	"EIF2D"
"N0000175550"	"ADAT1"
"N0000175550"	"TXNIP"
"N0000175550"	"CREBL2"
"N0000175550"	"NR1H2"
"N0000175550"	"FOXN3"
"N0000175550"	"LHPP"
"N0000175550"	"ZER1"
"N0000175550"	"DENND2D"
"N0000175550"	"KIAA0355"
"N0000175550"	"ZMYM6"
"N0000175550"	"TLR4"
"N0000175550"	"TMEM50A"
"N0000175550"	"SYK"
"N0000175550"	"P2RX4"
"N0000175550"	"KIAA0753"
"N0000175550"	"MAGED2"
"N0000175550"	"TSC22D3"
"N0000175550"	"CRIP1"
"N0000175550"	"HIST2H2BE"
"N0000175550"	"HBP1"
"N0000175550"	"PIGV"
"N0000175550"	"CDK19"
"N0000175550"	"C19orf54"
"N0000175550"	"SIL1"
"N0000175550"	"GALT"
"N0000175550"	"ZFP36"
"N0000175550"	"HEXA"
"N0000175550"	"KIAA0141"
"N0000175550"	"SH3BGRL"
"N0000175550"	"CCPG1"
"N0000175550"	"VPS28"
"N0000175550"	"BTG1"
"N0000175550"	"PDK4"
"N0000175550"	"MAL"
"N0000175550"	"GLTSCR2"
"N0000175550"	"WIF1"
"N0000175550"	"MVP"
"N0000175550"	"GPSM3"
"N0000175550"	"PNRC1"
"N0000175550"	"DNMT3A"
"N0000175550"	"CCDC28A"
"N0000175550"	"MARCH8"
"N0000175550"	"NARFL"
"N0000175550"	"ITM2B"
"N0000175550"	"FOXO3"
"N0000175550"	"CTGF"
"N0000175550"	"MXD3"
"N0000175550"	"SLC7A7"
"N0000175550"	"CNPY3"
"N0000175550"	"FZD7"
"N0000175550"	"COL11A1"
"N0000175550"	"WDR5B"
"N0000175550"	"HERPUD1"
"N0000175550"	"AGA"
"N0000175550"	"SQSTM1"
"N0000175550"	"TRIM2"
"N0000175550"	"P4HA2"
"N0000175550"	"PDK2"
"N0000175550"	"CCDC92"
"N0000175550"	"WDTC1"
"N0000175550"	"EIF3L"
"N0000175550"	"AMDHD2"
"N0000175550"	"MARCH2"
"N0000175550"	"ULK1"
"N0000175550"	"GPR137B"
"N0000175550"	"EDEM1"
"N0000175550"	"PKIG"
"N0000175550"	"TPP1"
"N0000175550"	"PRAF2"
"N0000175550"	"TTLL1"
"N0000175550"	"TCTN1"
"N0000175550"	"WDR13"
